#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-06T05:36:03 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8abf0a9c6a	
#INFO	-out.max=99999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=99999
#-nav=cat:J/A+A/530/A138&tab:{J/A+A/530/A138/catalog}&key:source=J/A+A/530/A138&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/530/A138/catalog
#-order=I
#-out=HIP
#-out=Name
#H09=H09
#-out=logg
#-out=Teff
#-out=e_Teff
#-out=[Fe/H]
#-out=RAJ2000
#-out=DEJ2000
#
#RESOURCE=yCat_35300138
#Name: J/A+A/530/A138
#Title: Geneva-Copenhagen survey re-analysis (Casagrande+, 2011)
#Table	J_A_A_530_A138_catalog:
#Name: J/A+A/530/A138/catalog
#Title: *Stellar parameters
#Column	HIP	(I6)	? Hipparcos number (2) [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Name	(a12)	Other name (3)	[ucd=meta.id]
#Column	logg	(F5.2)	? Surface gravity (5)	[ucd=phys.gravity]
#Column	Teff	(F5)	? Effective temperature (6)	[ucd=phys.temperature.effective]
#Column	e_Teff	(F5)	? Teff error (7)	[ucd=stat.error;phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	? Metallicity	[ucd=phys.abund.Z]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#HIP;Name;logg;Teff;e_Teff;[Fe/H];RAJ2000;DEJ2000
# ; ;[cm/s2];K;K;[Sun];"h:m:s";"d:m:s"
# Note: Values for Sun from Prsa et al. 2016, IAU defined values.
#------;------------;-----;-----;-----;-----;----------;---------
  4198;HD 5153     ; 3.78; 6922;   80;-0.12;00 53 36.9;+24 55 58
 33595;HD 51530    ; 3.84; 6095;   80;-0.28;06 58 47.4;+26 04 51
  4164;HD 5156     ; 3.88; 6607;   80; 0.00;00 53 12.4;-24 46 37
 33423;HD 51573    ; 3.74; 6510;   80; 0.01;06 57 01.7;-19 26 20
      ;HD 51592    ;     ; 6502;   80;-0.08;06 59 57.5;+41 52 01
 33411;HD 51633    ; 4.50; 5851;   80;-0.09;06 56 55.0;-28 41 48
      ;HD 51676    ;     ; 6347;   80;-0.17;06 57 33.3;-21 02 52
      ;HD 5168     ;     ; 6493;   80;-0.17;00 52 35.9;-63 44 28
 33162;HD 51685    ; 4.03; 5999;   80;-0.03;06 54 11.9;-62 27 48
 33646;HD 51689    ;     ; 6187;     ; 0.10;06 59 22.6;+25 14 08
 33645;HD 51690    ; 3.63; 6081;   96; 0.06;06 59 21.1;+25 14 00
 34047;HD 51708    ; 4.02; 5960;   80; 0.09;07 03 46.1;+67 27 25
 33480;HD 51732    ; 2.60; 5840;  132; 0.38;06 57 34.7;-23 09 28
 33478;HD 51733    ; 4.05; 6846;   80;-0.01;06 57 33.9;-24 37 50
 33443;HD 51738    ; 1.66; 4313;   80;-0.68;06 57 12.4;-30 29 36
      ;HD 51797    ;     ; 5206;   80;-0.38;06 56 23.5;-46 46 55
 34114;HD 51804    ; 3.91; 6223;   80;-0.04;07 04 25.1;+68 53 45
 33608;HD 51813    ; 4.48; 5944;   80; 0.02;06 58 59.0;+05 32 06
 33451;HD 51825    ; 4.06; 6444;   80;-0.19;06 57 17.5;-35 30 25
  4084;HD 5190     ; 3.90; 6325;   80; 0.09;00 52 24.5;-69 30 13
 33324;HD 51929    ; 4.28; 5867;   80;-0.55;06 55 53.2;-56 56 32
  4003;HD 5193     ; 4.52; 4958;   80; 0.12;00 51 24.6;-78 38 38
  4088;HD 5208     ; 3.94; 5879;   84; 0.04;00 52 28.3;-69 30 10
 33976;HD 52122    ; 3.91; 6792;  104; 0.36;07 03 01.1;+54 02 55
 33460;HD 52142    ; 4.16; 6102;   80;-0.05;06 57 22.6;-51 00 03
  4177;HD 5218     ; 3.40; 6933;  110;-0.08;00 53 20.2;-45 30 20
 33710;HD 52185    ; 3.85; 6950;   80;-0.07;07 00 13.8;+00 05 00
  4149;HD 5220     ; 4.11; 6089;  132; 0.19;00 53 00.7;-61 04 37
 33719;HD 52265    ; 4.29; 6135;   80; 0.23;07 00 18.0;-05 22 01
 33936;HD 52281    ; 3.50; 6183;  107; 0.08;07 02 32.2;+41 38 08
 33630;HD 52295    ; 3.73; 5934;   80;-0.40;06 59 11.3;-33 52 50
 33629;HD 52332    ; 4.01; 6581;   80;-0.01;06 59 11.2;-36 48 54
      ;HD 52334    ;     ; 6717;  104;-0.12;07 04 09.7;+56 26 24
      ;HD 52334    ;     ; 6246;  119;-0.10;07 04 07.3;+56 26 47
      ;HD 52343    ;     ; 7018;   87;-0.12;07 00 41.8;-06 26 34
      ;HD 52370    ;     ; 6862;  210;-0.55;07 01 54.1;+22 02 21
 33642;HD 52415    ; 4.25; 5868;   80;-0.15;06 59 19.8;-39 35 32
      ;HD 52452    ;     ; 5485;   80;-0.23;07 02 23.3;+25 50 45
      ;HD 52545    ;     ; 6000;   80;-0.36;07 00 20.5;-29 24 36
      ;HD 52566    ;     ; 5575;   80;-0.12;07 00 50.3;-22 23 04
      ;HD 52590    ;     ; 6570;     ;-0.10;07 01 30.4;-09 42 04
 34089;HD 52607    ; 3.60; 6868;  115;-0.48;07 04 06.8;+45 03 48
 33760;HD 52619    ; 3.81; 6549;   80; 0.10;07 00 42.5;-28 29 22
      ;HD 52624    ;     ; 6257;   80;-0.14;06 58 10.2;-60 17 46
 32460;HD 52677    ; 4.08; 6112;   91;-0.13;06 46 29.7;-82 11 07
 34017;HD 52711    ; 4.38; 5917;   80;-0.15;07 03 30.4;+29 20 13
 33965;HD 52715    ; 3.40; 6002;  459; 0.23;07 02 50.5;+13 05 21
 33736;HD 52756    ; 4.50; 5124;   80; 0.02;07 00 29.5;-41 22 47
 33616;HD 52788    ; 3.68; 6838;   95; 0.11;06 59 04.0;-58 30 53
      ;HD 52873    ;     ; 6243;   80; 0.17;07 01 59.2;-21 21 40
 33995;HD 52886    ; 3.77; 6345;   80; 0.13;07 03 12.8;+09 01 24
 33867;HD 52897    ; 3.70; 5288;  120;-0.08;07 01 48.2;-27 42 07
      ;HD 52906    ;     ; 6070;   80; 0.29;06 57 29.8;-68 20 56
  4290;HD 5294     ; 4.52; 5764;   80;-0.15;00 54 59.2;+24 06 00
 33973;HD 53012    ; 4.22; 6227;   92; 0.08;07 02 55.0;-13 13 04
  4157;HD 5303     ; 3.43; 5157;  239;-0.64;00 53 07.7;-74 39 05
      ;HD 53051    ;     ; 6038;  223; 0.41;07 04 21.5;+18 04 01
 33427;HD 53073    ;     ; 6140;     ;-0.02;06 57 03.9;-72 02 12
 34320;HD 53075    ; 4.49; 5991;   80; 0.03;07 06 53.3;+55 11 22
   795;HD 531      ; 4.49; 5634;   80; 0.00;00 09 51.2;+08 27 11
      ;HD 53106    ;     ; 6193;  139;-0.11;07 06 04.3;+47 04 14
 33690;HD 53143    ; 4.51; 5391;   80; 0.04;06 59 59.6;-61 20 10
 33930;HD 53220    ; 3.65; 6964;   92;-0.06;07 02 28.1;-38 03 32
      ;HD 5324     ;     ; 5911;   80; 0.09;00 53 29.3;-70 54 41
      ;HD 53270    ;     ; 6679;   80; 0.03;07 03 37.3;-21 55 05
 34110;HD 53299    ;     ; 5646;     ;-0.10;07 04 20.8;-03 03 02
 34422;HD 53409    ; 3.57; 6760;   80;-0.06;07 08 09.4;+55 51 05
 34170;HD 53481    ; 3.58; 6360;   80; 0.06;07 05 10.1;-00 51 56
 34028;HD 53522    ; 3.45; 5320;   80;-0.04;07 03 35.2;-39 57 52
  4319;HD 5354     ; 4.48; 6156;   80; 0.10;00 55 14.8;-25 36 20
  4446;HD 5357     ; 3.92; 6802;   80;-0.24;00 56 55.1;+68 46 32
   786;HD 536      ; 3.83; 6520;   80;-0.01;00 09 41.5;-37 18 53
      ;HD 53601    ;     ; 6363;   80; 0.03;07 04 23.9;-28 53 43
      ;HD 53616    ;     ; 6731;   88;-0.17;07 05 58.5;+05 53 23
      ;HD 53635    ;     ; 6347;   80;-0.06;07 07 40.7;+40 27 17
 34065;HD 53705    ; 4.63; 5622;  278;-0.21;07 03 57.3;-43 36 28
 34069;HD 53706    ; 4.31; 5409;   80;-0.13;07 03 58.9;-43 36 40
  4386;HD 5373     ; 2.65; 6473;  327;-0.21;00 56 13.1;+46 39 14
 34109;HD 53734    ; 3.58; 6125;   80;-0.28;07 04 20.8;-39 55 11
 34563;HD 53740    ; 3.95; 6243;   80;-0.34;07 09 34.1;+57 57 56
      ;HD 53749    ;     ; 5852;   80;-0.23;07 06 15.0;+02 53 35
 34233;HD 53777    ; 2.58; 6103;  174; 0.35;07 05 48.8;-13 49 23
 34655;HD 53815    ;     ; 6537;     ;-0.20;07 10 38.7;+63 19 03
      ;HD 53818    ;     ; 6298;     ; 0.14;07 07 10.4;+16 50 21
      ;HD 53867    ;     ; 6168;  109; 0.08;07 03 27.1;-55 48 36
 34337;HD 53878    ; 3.87; 6888;  156;-0.22;07 07 05.6;+09 52 45
 34179;HD 53891    ; 3.77; 6263;   80;-0.03;07 05 16.9;-34 08 36
      ;HD 5390     ;     ; 5931;   97;-0.10;00 54 22.2;-69 44 35
 34414;HD 53927    ; 4.65; 4949;   80;-0.24;07 08 04.2;+29 50 04
 34200;HD 53952    ; 4.14; 6916;   80;-0.16;07 05 32.0;-34 46 39
 33766;HD 53989    ; 4.03; 6216;   89;-0.22;07 00 45.3;-71 23 46
 34407;HD 54046    ; 4.37; 6025;   80;-0.36;07 08 00.2;+15 31 42
  4273;HD 5405     ; 4.06; 6284;   80;-0.15;00 54 40.1;-65 27 36
 34523;HD 54073    ; 3.28; 6834;  162;-1.30;07 09 13.2;+38 36 42
 34426;HD 54100    ; 4.30; 6005;   80;-0.56;07 08 11.9;+15 31 15
      ;HD 54156    ;     ; 6309;   80;-0.10;07 10 33.5;+51 45 19
 34476;HD 54211    ; 2.86; 6164;  429; 1.01;07 08 43.8;+17 39 26
  4343;HD 5426     ;     ; 5153;  104;-1.59;00 55 41.0;-33 45 11
      ;HD 54288    ;     ; 6332;  183; 0.32;07 06 05.2;-45 15 54
 34524;HD 54322    ; 4.33; 5944;  125; 0.17;07 09 13.4;+19 02 33
      ;HD 54347    ;     ; 6384;     ; 0.08;07 11 56.7;+57 30 27
      ;HD 54366    ;     ; 6716;  100;-0.12;07 04 43.6;-60 48 27
 34567;HD 54371    ;     ; 5590;     ;-0.02;07 09 35.3;+25 43 43
      ;HD 54397    ;     ; 5446;   80; 0.13;07 06 22.9;-46 50 55
 35157;HD 54451    ; 3.95; 6097;   80;-0.12;07 15 59.7;+73 19 20
      ;HD 54494    ;     ; 6275;   80; 0.27;07 08 29.9;-13 05 45
 34396;HD 54579    ; 4.27; 6107;  136;-0.17;07 07 53.0;-34 50 00
      ;HD 54591    ;     ; 6253;   80;-0.07;07 11 09.5;+40 02 33
   794;HD 546      ; 4.24; 5164;   80;-0.06;00 09 50.0;-33 47 20
 34424;HD 54626    ; 3.78; 6597;   80; 0.14;07 08 10.9;-31 25 40
      ;HD 54637    ;     ; 5933;   80;-0.07;07 08 53.9;-18 11 03
 34457;HD 54672    ; 3.83; 6099;   80; 0.11;07 08 33.7;-28 36 47
  4423;HD 5470     ; 4.37; 6019;   80; 0.30;00 56 40.2;+17 57 35
 34469;HD 54729    ; 3.96; 5812;   80;-0.26;07 08 38.9;-29 59 55
      ;HD 5475     ;     ; 5512;     ;-0.05;00 54 56.2;-71 03 35
 34625;HD 54759    ; 4.02; 6150;   80;-0.59;07 10 20.1;+05 18 06
 34705;HD 54901    ; 3.65; 6704;   80;-0.06;07 11 16.8;+15 19 55
      ;HD 54918    ;     ; 6897;   80; 0.19;07 08 19.2;-47 50 24
  4457;HD 5494     ; 4.09; 6070;  147;-0.04;00 57 09.7;+34 51 50
 34410;HD 54941    ; 3.97; 6162;   80;-0.25;07 08 02.2;-51 57 26
 34617;HD 54958    ; 4.19; 6744;   80;-0.03;07 10 09.3;-18 41 08
 34442;HD 54966    ; 3.52; 6218;   89; 0.19;07 08 22.6;-50 06 01
 34684;HD 54975    ; 3.78; 6869;  162;-0.31;07 10 57.8;-03 52 43
 34555;HD 54980    ; 3.57; 6584;   80; 0.17;07 09 30.6;-35 59 27
 34926;HD 55003    ; 4.10; 6437;   93; 0.04;07 13 37.3;+47 16 00
 34779;HD 55005    ;     ; 6488;  107; 0.23;07 12 01.0;+22 16 44
 34779;HD 55005    ;     ; 6468;     ; 0.08;07 12 01.4;+22 16 51
 34819;HD 55052    ; 3.40; 6860;  108;-0.17;07 12 26.3;+24 07 42
      ;HD 55055    ;     ; 6940;   80;-0.12;07 11 43.9;+06 45 17
 34759;HD 55088    ; 4.36; 6282;   80;-0.10;07 11 43.8;+04 56 29
      ;HD 55095    ;     ; 6024;   80;-0.27;07 10 52.3;-18 03 02
 35069;HD 55128    ; 4.37; 5836;   80;-0.23;07 15 06.7;+57 16 37
 34860;HD 55130    ;     ; 6305;     ; 0.03;07 12 49.0;+27 13 29
 34645;HD 55143    ; 3.82; 6498;   80; 0.09;07 10 30.2;-29 20 49
 34916;HD 55179    ; 4.44; 6805;  104; 0.01;07 13 27.4;+35 41 19
 34885;HD 55180    ; 4.01; 6576;   80;-0.24;07 13 06.5;+27 46 57
 34212;HD 55197    ; 4.25; 6166;   80;-0.06;07 05 37.1;-71 16 20
 34533;HD 55223    ; 3.82; 6300;   98; 0.09;07 09 19.6;-51 49 29
 34988;HD 55331    ; 3.13; 6772;   80;-0.02;07 14 20.5;+41 12 36
  4490;HD 5539     ; 4.06; 6685;   80;-0.11;00 57 33.4;+37 03 46
 34848;HD 55415    ; 4.33; 6542;  133; 0.08;07 12 42.2;-03 10 40
 34517;HD 55433    ; 3.69; 6911;   80; 0.01;07 09 07.3;-60 34 30
 34950;HD 55458    ;     ; 5119;     ;-0.33;07 13 53.1;+25 00 41
 34936;HD 55460    ;     ; 5691;     ; 0.62;07 13 45.9;+17 55 59
 34586;HD 55477    ; 4.07; 7005;  101;-0.07;07 09 49.1;-56 22 17
      ;HD 55488    ;     ; 6234;   80; 0.06;07 13 10.7;+00 13 51
 34862;HD 55489    ;     ; 6809;     ;-0.08;07 12 49.3;-07 08 57
 34947;HD 55508    ; 3.77; 6953;  106; 0.27;07 13 52.9;+16 34 49
      ;HD 55509    ;     ; 6226;   80;-0.07;07 13 50.9;+15 51 07
      ;HD 55536    ;     ; 6103;   80;-0.08;07 13 00.1;-08 06 44
 35257;HD 55549    ; 2.79; 5675;  428; 0.78;07 17 05.4;+59 54 59
 34020;HD 55573    ; 3.49; 6136;  106;-0.02;07 03 31.5;-77 56 35
 35136;HD 55575    ; 4.32; 5957;   80;-0.33;07 15 50.1;+47 14 23
      ;HD 55646    ;     ; 6330;   80;-0.02;07 20 01.9;+71 15 16
 35283;HD 55700    ; 4.14; 6892;   80;-0.07;07 17 20.1;+58 02 57
      ;HD 55703    ;     ; 6005;  120; 0.07;07 15 54.8;+41 55 48
 35070;HD 55726    ; 3.33; 6230;   80;-0.13;07 15 07.9;+25 52 49
 35449;HD 55745    ;     ; 6032;     ; 0.02;07 19 08.3;+66 44 22
      ;HD 55861    ;     ; 6966;  123; 0.14;07 12 35.9;-43 52 55
 34803;HD 55862    ; 3.60; 6788;   80;-0.15;07 12 16.3;-49 11 09
 34473;HD 55864    ; 2.71; 5795; 1307; 0.24;07 08 42.3;-70 29 49
 34834;HD 55892    ; 4.13; 6941;   80;-0.22;07 12 33.6;-46 45 33
 34973;HD 55904    ; 3.68; 6574;   80; 0.11;07 14 10.2;-18 59 02
 35398;HD 55944    ; 4.07; 6846;  101; 0.01;07 18 36.2;+58 55 07
 35035;HD 56012    ; 3.92; 6575;   80;-0.15;07 14 48.2;-15 28 33
 35457;HD 56099    ; 3.92; 6140;   80; 0.07;07 19 12.1;+59 07 32
 34979;HD 56142    ; 3.04; 5948;  585; 0.66;07 14 14.0;-36 25 36
 34867;HD 56145    ; 3.96; 6019;   80; 0.02;07 12 52.5;-53 53 39
 35339;HD 56149    ; 4.20; 6533;  130; 0.11;07 18 01.3;+45 07 42
  4506;HD 5616     ; 3.92; 6692;   80;-0.22;00 57 43.7;-15 47 13
 35219;HD 56200    ; 4.08; 6515;   80;-0.22;07 16 44.5;+16 08 49
  4483;HD 5626     ; 3.44; 5343;   80; 0.07;00 57 26.3;-39 56 48
      ;HD 56288    ;     ; 5654;   80;-0.44;07 13 48.2;-51 18 29
 35349;HD 56327    ; 3.95; 6770;   80; 0.17;07 18 05.4;+34 57 06
 34932;HD 56351    ; 4.49; 5684;   80;-0.18;07 13 42.2;-54 54 02
 35491;HD 56353    ; 3.87; 6298;   80; 0.13;07 19 29.3;+51 58 02
 35231;HD 56423    ; 4.04; 6227;   80;-0.36;07 16 53.4;-03 42 39
  4525;HD 5643     ; 4.32; 6754;   94;-0.24;00 57 57.9;-20 40 34
 35148;HD 56451    ; 4.15; 5943;   80;-0.20;07 15 55.6;-27 26 54
  4493;HD 5646     ; 4.22; 6072;   80;-0.08;00 57 34.7;-41 15 23
      ;HD 5649     ;     ; 5748;   80;-0.17;00 59 17.3;+61 54 36
 35310;HD 56515    ; 4.16; 6079;   80; 0.07;07 17 38.5;+09 17 31
 34890;HD 56533    ; 4.51; 4384;  136;     ;07 13 07.0;-63 20 41
  4540;HD 5659     ;     ; 6442;     ;-0.13;00 58 09.7;-15 40 57
 35261;HD 56593    ; 4.18; 6486;   80;-0.34;07 17 06.9;-12 02 01
 35258;HD 56617    ; 3.85; 6632;   80; 0.07;07 17 05.7;-14 50 49
 35435;HD 56649    ; 3.81; 6884;   80; 0.02;07 18 54.8;+25 56 28
 35697;HD 56709    ; 4.30; 6675;   80; 0.01;07 21 55.9;+60 19 32
 35840;HD 56738    ;     ; 6187;     ; 0.24;07 23 24.6;+67 13 40
 35925;HD 56819    ; 4.03; 6617;   80;-0.15;07 24 20.4;+69 56 48
 35323;HD 56875    ; 4.31; 6668;   80;-0.03;07 17 46.9;-25 59 08
      ;HD 56890    ;     ; 5675;   80; 0.03;07 19 03.3;+01 38 32
      ;HD 56906    ;     ; 6058;   80; 0.14;07 17 12.7;-39 41 44
      ;HD 56921    ;     ; 6266;   80;-0.07;07 19 07.4;+01 58 12
  4582;HD 5694     ; 4.27; 6339;   80;-0.06;00 58 42.4;+04 12 20
 35643;HD 56963    ; 4.21; 6955;   80;-0.08;07 21 17.4;+45 13 41
 35550;HD 56986    ; 3.89; 6865;   80;-0.29;07 20 07.3;+21 58 56
      ;HD 570      ;     ; 6947;  121;-0.08;00 10 24.7;+58 31 25
 35509;HD 57006    ; 3.79; 6289;   80; 0.18;07 19 47.6;+07 08 34
 35203;HD 57041    ; 4.46; 5080;   80;-0.15;07 16 32.2;-55 12 59
 35684;HD 57046    ; 3.25; 5945;   80; 0.63;07 21 47.6;+46 13 31
 35487;HD 57167    ; 4.04; 6859;  100;-0.07;07 19 28.1;-16 23 42
 35867;HD 57225    ; 3.76; 6298;   80; 0.12;07 23 41.0;+57 34 37
 35659;HD 57248    ; 3.98; 6427;  111;-0.18;07 21 28.4;+27 04 07
  4568;HD 5725     ; 4.41; 5765;  118;-0.47;00 58 27.1;-37 03 42
 35601;HD 57270    ; 4.08; 6374;   80;-0.28;07 20 49.3;+09 39 13
 35318;HD 57306    ; 4.16; 6236;   80;-0.53;07 17 42.7;-54 29 55
 35713;HD 57362    ; 4.12; 6592;   89;-0.29;07 22 04.2;+29 50 15
 35211;HD 57375    ; 4.28; 6236;   80;-0.06;07 16 37.2;-64 07 31
      ;HD 57381    ;     ; 6543;   80; 0.29;07 22 17.3;+30 52 02
  4536;HD 5739     ; 4.23; 6158;   80;-0.21;00 58 05.7;-57 42 01
 35437;HD 57415    ; 4.24; 6214;   80;-0.33;07 18 56.3;-45 17 50
      ;HD 5750     ;     ; 6332;   80;-0.47;00 59 35.8;+32 29 31
 35642;HD 57517    ; 4.20; 6152;  100; 0.08;07 21 16.8;-08 52 40
 35439;HD 57553    ; 3.97; 6444;   80; 0.18;07 18 58.7;-52 32 23
 35374;HD 57555    ; 4.08; 5712;  158;-0.11;07 18 27.1;-57 21 06
 35651;HD 57568    ;     ; 4667;   80;-0.34;07 21 22.6;-12 38 14
 36014;HD 57625    ; 4.44; 6054;   80; 0.02;07 25 18.0;+56 34 08
      ;HD 57642    ;     ; 6900;   94;-0.55;07 18 30.7;-59 44 07
 35908;HD 57700    ; 4.31; 6495;   80; 0.02;07 24 08.6;+39 07 54
 35737;HD 57708    ; 3.17; 6566;  115; 0.89;07 22 18.5;-02 58 45
 35788;HD 57746    ; 3.98; 6513;   80; 0.22;07 22 53.7;+06 22 23
 35749;HD 57749    ; 2.96; 6824;  173;-0.71;07 22 25.3;-05 58 58
 35919;HD 57769    ; 3.79; 6660;  129; 0.24;07 24 17.1;+36 18 39
  4619;HD 5781     ; 4.02; 6335;   80; 0.16;00 59 20.4;-00 40 28
 35564;HD 57852    ;     ; 6614;   80;-0.01;07 20 21.3;-52 18 41
 35564;HD 57853    ;     ; 6051;     ; 0.04;07 20 21.8;-52 18 33
 35792;HD 57861    ; 3.84; 6525;  111; 0.23;07 22 58.1;-03 53 32
 35775;HD 57863    ; 3.96; 6145;   80; 0.03;07 22 48.1;-09 37 55
 35872;HD 57901    ; 4.55; 4906;   80; 0.20;07 23 47.0;+12 57 53
 35243;HD 57920    ; 3.75; 6711;   90;-0.18;07 16 57.4;-71 44 58
      ;HD 57924    ;     ; 5158;   80;-0.44;07 27 25.9;+62 13 46
 35941;HD 57927    ; 3.84; 6886;   80;-0.14;07 24 33.4;+27 38 16
      ;HD 57954    ;     ; 6577;   80; 0.10;07 24 01.2;+12 04 27
 35823;HD 57984    ; 4.37; 6398;   80; 0.01;07 23 15.4;-10 04 06
      ;HD 5800     ;     ; 6959;  154; 0.02;01 00 13.6;+46 52 35
 35733;HD 58038    ; 4.38; 6234;  210; 0.18;07 22 16.3;-35 54 58
 35102;HD 58046    ; 4.09; 6242;   80;-0.17;07 15 30.8;-75 51 53
 36075;HD 58093    ; 4.19; 6585;   80;-0.29;07 25 59.8;+42 09 59
 35739;HD 58111    ; 4.57; 5122;   80;-0.01;07 22 18.8;-39 15 11
 35935;HD 58121    ; 2.06; 4550;  219;-0.72;07 24 28.4;+06 09 00
 35986;HD 58249    ; 3.76; 5915;   80;-0.37;07 24 57.4;+04 06 21
      ;HD 58266    ;     ; 6909;  129;-0.21;07 22 20.0;-49 20 39
   848;HD 583      ; 3.96; 6556;   81;-0.12;00 10 24.0;+58 29 22
 35877;HD 58326    ; 4.28; 6126;   80; 0.03;07 23 48.6;-33 29 07
 35492;HD 58356    ; 4.15; 6363;   80; 0.00;07 19 29.8;-70 12 30
  4800;HD 5837/8   ;     ; 6802;     ;-0.29;01 01 37.9;+70 31 16
 35743;HD 58403    ; 3.64; 5116;   80;-0.40;07 22 21.3;-55 10 38
  4687;HD 5843     ; 3.55; 6819;   80; 0.02;01 00 13.1;+11 56 07
 35998;HD 58461    ; 4.09; 6592;   80;-0.24;07 25 08.3;-13 45 07
 35902;HD 58489    ; 4.61; 4758;   80; 0.39;07 24 04.6;-40 02 45
      ;HD 5850     ;     ; 5352;  121;-0.30;01 01 22.7;+65 52 20
  4755;HD 5851     ; 3.77; 6505;   80; 0.18;01 01 06.4;+60 21 30
 36285;HD 58595    ; 4.38; 5486;   80;-0.34;07 28 10.5;+40 39 23
  4676;HD 5861     ;     ; 6530;     ; 0.14;01 00 03.6;-02 01 08
      ;HD 58660    ;     ; 6744;  111;-0.14;07 29 01.8;+50 06 37
 35985;HD 58676    ; 4.54; 5029;  144; 0.02;07 24 57.1;-38 21 07
 35992;HD 58676    ; 4.55; 4986;   80; 0.07;07 24 59.9;-38 20 58
      ;HD 5868     ;     ; 6287;   80;-0.30;00 59 50.3;-25 52 02
 36081;HD 58696    ; 4.08; 5976;   80; 0.08;07 26 03.6;-15 39 57
 36805;HD 58710    ; 3.93; 6669;   80; 0.03;07 34 10.9;+74 21 34
 36238;HD 58728    ; 4.03; 6592;   80; 0.08;07 27 44.3;+21 26 42
 35863;HD 58744    ; 3.43; 6412;   80; 0.31;07 23 37.3;-58 05 49
 36098;HD 58763    ; 3.29; 6803;  191; 0.00;07 26 11.6;-20 24 09
 36401;HD 58778    ; 3.68; 5670;  959;-0.28;07 29 26.1;+47 17 24
 36047;HD 58798    ; 2.76; 5381;   80;-0.03;07 25 44.4;-33 54 12
 36322;HD 58830    ; 3.52; 6675;   80; 0.14;07 28 35.8;+31 51 50
 36439;HD 58855    ; 4.30; 6398;   80;-0.27;07 29 55.9;+49 40 20
      ;HD 58872    ;     ; 6874;   80;-0.04;07 24 49.5;-51 28 26
 35910;HD 58895    ; 3.86; 5733;   80; 0.37;07 24 09.3;-58 29 30
 36326;HD 58919    ; 4.40; 6654;  330;-0.08;07 28 40.6;+24 38 55
 36470;HD 58945    ; 4.19; 5980;  584; 0.04;07 30 16.5;+49 58 42
 36366;HD 58946    ; 4.15; 6935;   80;-0.25;07 29 06.7;+31 47 04
      ;HD 58982    ;     ; 6101;   80;-0.07;07 24 13.7;-60 29 58
 36446;HD 58986    ; 3.95; 6400;  105; 0.02;07 30 00.4;+43 33 03
      ;HD 59       ;     ; 6035;   80;-0.08;00 05 33.5;+46 39 46
 36424;HD 59036    ; 4.17; 6945;  151;-0.19;07 29 45.7;+37 09 41
      ;HD 59058    ;     ; 5614;   80; 0.03;07 29 57.8;+38 26 17
  4733;HD 5908     ; 3.40; 6869;  117;-0.09;01 00 48.0;+18 31 32
 36370;HD 59087    ; 2.93; 6594;  131; 0.09;07 29 11.1;+20 56 21
 36165;HD 59099    ; 4.58; 6408;   80;-0.06;07 26 58.6;-34 18 43
 36160;HD 59100    ; 4.45; 6099;  363;-0.10;07 26 57.6;-34 18 55
      ;HD 5913     ;     ; 6253;     ;-0.30;00 58 44.7;-73 00 57
 36387;HD 59179    ; 3.68; 6394;   80;-0.50;07 29 18.5;+12 26 55
 36954;HD 59201    ; 4.49; 5283;   80;-0.06;07 35 50.7;+73 16 33
      ;HD 59224    ;     ; 6873;   80; 0.23;07 30 59.6;+43 31 40
  4673;HD 5924     ; 4.54; 5285;   80;-0.25;00 59 59.9;-51 20 35
  4737;HD 5929     ; 4.10; 6479;   80; 0.14;01 00 50.7;+04 50 02
  4721;HD 5932     ; 3.83; 6841;   80;-0.28;01 00 38.3;-18 07 08
      ;HD 59353    ;     ; 5984;  184; 0.10;07 27 45.6;-41 01 46
 36399;HD 59380    ; 4.26; 6376;   80;-0.13;07 29 25.6;-07 33 04
 36269;HD 59392    ; 4.06; 6075;   80;-1.70;07 28 03.2;-38 00 41
      ;HD 5941     ;     ; 5774;     ;-0.06;00 59 11.8;-71 40 34
      ;HD 5943     ;     ; 5711;     ; 0.13;00 58 59.0;-73 38 38
 36485;HD 59432    ; 4.35; 6416;   80;-0.41;07 30 26.2;+13 51 53
 36395;HD 59438    ; 4.61; 6124;  270;-0.37;07 29 21.8;-14 59 55
 36392;HD 59441    ; 3.84; 5907;   80; 0.06;07 29 20.4;-17 20 41
  4751;HD 5945     ; 4.20; 6789;   98;-0.27;01 01 05.2;+17 50 16
 36497;HD 59450    ; 4.37; 5902;  114;-0.39;07 30 32.0;+13 50 39
      ;HD 59490    ;     ; 5638;   80;-0.22;07 30 28.0;+06 43 15
